trial	block	mode	shape1	shape2	color1	color2	shift	stim_type	feat1	feat2
873	18	motion-color	0	0	blue	blue	-1.4	3	red	-1.4
874	18	motion-color	1	1	blue	blue	-1.4	9	red	-1.4
875	18	motion-color	0	0	red	red	-1.4	3	red	-1.4
876	18	motion-color	1	0	red	blue	-1.4	3	red	-1.4
877	18	motion-color	0	0	red	red	1.4	3	red	-1.4
878	18	motion-color	0	1	red	blue	-1.4	3	red	-1.4
879	18	motion-color	0	1	blue	red	1.4	3	red	-1.4
880	18	motion-color	0	0	blue	red	-1.4	3	red	-1.4
881	18	motion-color	1	0	red	blue	1.4	3	red	-1.4
882	18	motion-color	0	1	red	red	-1.4	9	red	-1.4
883	18	motion-color	1	0	red	red	1.4	9	red	-1.4
884	18	motion-color	1	1	red	blue	-1.4	3	red	-1.4
885	18	motion-color	0	0	blue	blue	1.4	9	red	-1.4
886	18	motion-color	1	1	blue	blue	-1.4	9	red	-1.4
887	18	motion-color	0	0	red	blue	1.4	3	red	-1.4
888	18	motion-color	1	1	red	blue	1.4	9	red	-1.4
889	18	motion-color	0	1	red	red	-1.4	3	red	-1.4
890	18	motion-color	1	0	red	red	1.4	3	red	-1.4
891	18	motion-color	1	0	blue	red	-1.4	3	red	-1.4
892	18	motion-color	1	0	blue	red	1.4	3	red	-1.4
893	18	motion-color	1	1	blue	blue	1.4	3	red	-1.4
894	18	motion-color	1	1	red	red	1.4	3	red	-1.4
895	18	motion-color	1	0	blue	red	-1.4	3	red	-1.4
896	18	motion-color	1	1	red	blue	1.4	9	red	-1.4
897	18	motion-color	1	1	blue	red	-1.4	3	red	-1.4
898	18	motion-color	0	0	red	blue	1.4	3	red	-1.4
899	18	motion-color	1	0	blue	red	1.4	3	red	-1.4
900	18	motion-color	1	1	red	red	1.4	3	red	-1.4
901	19	motion-shape	1	0	blue	blue	-1.4	3	0	-1.4
902	19	motion-shape	0	0	red	blue	1.4	9	0	-1.4
903	19	motion-shape	1	0	red	blue	1.4	9	0	-1.4
904	19	motion-shape	0	0	red	blue	-1.4	3	0	-1.4
905	19	motion-shape	0	1	red	red	1.4	3	0	-1.4
906	19	motion-shape	1	0	red	blue	1.4	3	0	-1.4
907	19	motion-shape	0	0	blue	blue	1.4	3	0	-1.4
908	19	motion-shape	1	1	red	blue	1.4	9	0	-1.4
909	19	motion-shape	1	1	blue	red	1.4	3	0	-1.4
910	19	motion-shape	1	0	blue	red	-1.4	9	0	-1.4
911	19	motion-shape	1	1	red	red	-1.4	3	0	-1.4
912	19	motion-shape	1	0	blue	blue	1.4	3	0	-1.4
913	19	motion-shape	1	1	blue	red	-1.4	3	0	-1.4
914	19	motion-shape	1	0	blue	blue	1.4	3	0	-1.4
915	19	motion-shape	0	1	red	blue	-1.4	9	0	-1.4
916	19	motion-shape	0	0	red	red	1.4	3	0	-1.4
917	19	motion-shape	0	0	red	blue	-1.4	3	0	-1.4
918	19	motion-shape	0	1	blue	red	1.4	3	0	-1.4
919	19	motion-shape	1	0	blue	red	1.4	9	0	-1.4
920	19	motion-shape	1	0	blue	blue	-1.4	3	0	-1.4
921	19	motion-shape	1	1	blue	blue	-1.4	3	0	-1.4
922	19	motion-shape	1	1	blue	blue	-1.4	9	0	-1.4
923	19	motion-shape	0	1	blue	red	1.4	3	0	-1.4
924	19	motion-shape	0	0	red	red	-1.4	3	0	-1.4
925	19	motion-shape	0	1	red	blue	-1.4	9	0	-1.4
926	19	motion-shape	0	0	red	red	-1.4	3	0	-1.4
927	19	motion-shape	0	1	blue	red	1.4	3	0	-1.4
928	19	motion-shape	0	1	red	blue	-1.4	3	0	-1.4
929	19	motion-shape	0	1	red	red	1.4	3	0	-1.4
930	19	motion-shape	1	1	blue	blue	1.4	9	0	-1.4
931	19	motion-shape	0	0	red	blue	-1.4	3	0	-1.4
932	19	motion-shape	0	1	red	blue	1.4	9	0	-1.4
933	19	motion-shape	1	0	blue	red	-1.4	3	0	-1.4
934	19	motion-shape	0	1	blue	red	-1.4	3	0	-1.4
935	19	motion-shape	1	0	blue	red	1.4	3	0	-1.4
936	19	motion-shape	1	0	red	blue	-1.4	3	0	-1.4
937	19	motion-shape	1	1	blue	blue	1.4	3	0	-1.4
938	19	motion-shape	1	0	blue	red	1.4	3	0	-1.4
939	19	motion-shape	0	1	red	blue	1.4	3	0	-1.4
940	19	motion-shape	1	0	red	red	-1.4	9	0	-1.4
941	19	motion-shape	1	0	red	red	1.4	3	0	-1.4
942	19	motion-shape	1	1	blue	blue	1.4	3	0	-1.4
943	19	motion-shape	0	0	red	red	-1.4	3	0	-1.4
944	19	motion-shape	0	1	blue	blue	1.4	3	0	-1.4
945	19	motion-shape	0	0	red	red	-1.4	3	0	-1.4
946	19	motion-shape	0	1	blue	red	-1.4	9	0	-1.4
947	19	motion-shape	1	1	red	red	-1.4	3	0	-1.4
948	19	motion-shape	0	1	red	red	-1.4	3	0	-1.4
949	19	motion-shape	1	0	blue	blue	-1.4	3	0	-1.4
950	19	motion-shape	0	1	blue	red	1.4	3	0	-1.4
951	20	motion-color	1	1	blue	blue	1.4	3	red	-1.4
952	20	motion-color	0	0	red	blue	1.4	3	red	-1.4
953	20	motion-color	0	1	blue	red	1.4	3	red	-1.4
954	20	motion-color	0	1	blue	red	1.4	3	red	-1.4
955	20	motion-color	1	0	blue	blue	1.4	9	red	-1.4
956	20	motion-color	0	1	red	red	-1.4	3	red	-1.4
957	20	motion-color	1	1	blue	red	-1.4	3	red	-1.4
958	20	motion-color	1	1	red	red	-1.4	3	red	-1.4
959	20	motion-color	0	1	blue	blue	-1.4	3	red	-1.4
960	20	motion-color	0	0	blue	blue	-1.4	3	red	-1.4
961	20	motion-color	1	1	blue	blue	1.4	3	red	-1.4
962	20	motion-color	0	0	red	red	1.4	9	red	-1.4
963	20	motion-color	0	0	blue	red	-1.4	3	red	-1.4
964	20	motion-color	1	0	blue	red	1.4	9	red	-1.4
965	20	motion-color	0	1	red	blue	1.4	3	red	-1.4
966	20	motion-color	1	0	red	blue	1.4	3	red	-1.4
967	20	motion-color	1	0	red	red	1.4	9	red	-1.4
968	20	motion-color	1	0	blue	blue	-1.4	9	red	-1.4
969	20	motion-color	0	0	blue	blue	1.4	9	red	-1.4
970	20	motion-color	1	1	red	red	1.4	3	red	-1.4
971	20	motion-color	1	0	blue	red	1.4	3	red	-1.4
972	20	motion-color	0	1	blue	red	1.4	3	red	-1.4
973	20	motion-color	0	1	blue	red	-1.4	3	red	-1.4
974	20	motion-color	0	0	red	blue	1.4	9	red	-1.4
975	20	motion-color	1	1	red	blue	1.4	9	red	-1.4
976	20	motion-color	1	1	blue	blue	-1.4	3	red	-1.4
977	20	motion-color	1	0	red	red	-1.4	9	red	-1.4
978	20	motion-color	0	1	red	red	-1.4	3	red	-1.4
979	20	motion-color	1	1	red	red	1.4	3	red	-1.4
980	20	motion-color	0	0	blue	red	1.4	3	red	-1.4
981	20	motion-color	0	0	red	blue	-1.4	9	red	-1.4
982	20	motion-color	1	1	blue	blue	-1.4	3	red	-1.4
983	20	motion-color	0	0	red	red	-1.4	3	red	-1.4
984	20	motion-color	0	1	blue	blue	-1.4	3	red	-1.4
985	20	motion-color	1	0	blue	blue	1.4	9	red	-1.4
986	20	motion-color	0	1	red	blue	-1.4	9	red	-1.4
987	20	motion-color	1	1	red	red	-1.4	9	red	-1.4
988	20	motion-color	0	1	red	blue	-1.4	3	red	-1.4
989	20	motion-color	1	0	blue	blue	-1.4	3	red	-1.4
990	20	motion-color	1	0	blue	blue	-1.4	9	red	-1.4
991	20	motion-color	1	0	red	blue	-1.4	3	red	-1.4
992	20	motion-color	1	1	red	blue	-1.4	3	red	-1.4
993	20	motion-color	0	0	red	blue	1.4	3	red	-1.4
994	20	motion-color	0	0	blue	red	1.4	3	red	-1.4
995	20	motion-color	0	1	blue	red	-1.4	9	red	-1.4
996	20	motion-color	1	0	red	red	-1.4	3	red	-1.4
997	20	motion-color	0	0	red	red	-1.4	3	red	-1.4
998	20	motion-color	1	0	red	blue	1.4	3	red	-1.4
999	20	motion-color	1	1	blue	red	1.4	3	red	-1.4
1000	20	motion-color	0	1	red	red	1.4	3	red	-1.4
