trial	block	mode	shape1	shape2	color1	color2	shift	stim_type	feat1	feat2
1847	37	motion-shape	0	0	red	red	-1.4	9	0	1.4
1848	37	motion-shape	0	0	blue	red	-1.4	3	0	1.4
1849	37	motion-shape	1	1	blue	blue	-1.4	3	0	1.4
1850	37	motion-shape	1	0	blue	blue	-1.4	3	0	1.4
1851	38	motion-color	1	1	blue	blue	1.4	3	blue	-1.4
1852	38	motion-color	1	1	blue	blue	-1.4	3	blue	-1.4
1853	38	motion-color	0	0	red	red	1.4	3	blue	-1.4
1854	38	motion-color	1	1	red	red	1.4	3	blue	-1.4
1855	38	motion-color	0	0	blue	blue	-1.4	3	blue	-1.4
1856	38	motion-color	0	1	red	blue	-1.4	3	blue	-1.4
1857	38	motion-color	1	0	blue	blue	1.4	3	blue	-1.4
1858	38	motion-color	0	0	blue	red	1.4	9	blue	-1.4
1859	38	motion-color	1	1	blue	red	1.4	3	blue	-1.4
1860	38	motion-color	0	0	blue	blue	-1.4	3	blue	-1.4
1861	38	motion-color	1	0	blue	red	1.4	3	blue	-1.4
1862	38	motion-color	0	1	blue	blue	1.4	3	blue	-1.4
1863	38	motion-color	1	0	red	red	1.4	3	blue	-1.4
1864	38	motion-color	1	0	blue	red	1.4	9	blue	-1.4
1865	38	motion-color	1	0	blue	blue	1.4	9	blue	-1.4
1866	38	motion-color	1	0	red	blue	1.4	3	blue	-1.4
1867	38	motion-color	1	1	red	blue	-1.4	9	blue	-1.4
1868	38	motion-color	0	0	blue	red	-1.4	3	blue	-1.4
1869	38	motion-color	0	1	red	red	1.4	3	blue	-1.4
1870	38	motion-color	0	1	red	blue	-1.4	3	blue	-1.4
1871	38	motion-color	1	1	red	blue	-1.4	3	blue	-1.4
1872	38	motion-color	1	1	blue	red	-1.4	3	blue	-1.4
1873	38	motion-color	1	0	red	blue	-1.4	3	blue	-1.4
1874	38	motion-color	0	0	red	red	1.4	3	blue	-1.4
1875	38	motion-color	0	1	red	blue	-1.4	3	blue	-1.4
1876	38	motion-color	1	1	blue	red	1.4	3	blue	-1.4
1877	38	motion-color	0	0	red	red	-1.4	9	blue	-1.4
1878	38	motion-color	0	1	red	blue	-1.4	9	blue	-1.4
1879	38	motion-color	0	1	red	red	-1.4	3	blue	-1.4
1880	38	motion-color	0	1	red	red	1.4	3	blue	-1.4
1881	38	motion-color	1	0	blue	blue	-1.4	3	blue	-1.4
1882	38	motion-color	0	1	blue	blue	1.4	3	blue	-1.4
1883	38	motion-color	0	0	red	red	-1.4	9	blue	-1.4
1884	38	motion-color	1	1	blue	red	-1.4	9	blue	-1.4
1885	38	motion-color	0	0	red	red	-1.4	3	blue	-1.4
1886	38	motion-color	1	1	blue	blue	1.4	3	blue	-1.4
1887	38	motion-color	0	0	red	blue	-1.4	3	blue	-1.4
1888	38	motion-color	0	0	blue	red	-1.4	3	blue	-1.4
1889	38	motion-color	1	0	red	blue	-1.4	3	blue	-1.4
1890	38	motion-color	0	0	blue	red	1.4	9	blue	-1.4
1891	38	motion-color	0	1	blue	red	1.4	3	blue	-1.4
1892	38	motion-color	1	1	blue	red	1.4	3	blue	-1.4
1893	38	motion-color	0	1	red	blue	1.4	9	blue	-1.4
1894	38	motion-color	1	0	blue	red	-1.4	3	blue	-1.4
1895	38	motion-color	1	1	red	blue	-1.4	3	blue	-1.4
1896	38	motion-color	1	0	blue	red	1.4	3	blue	-1.4
1897	38	motion-color	1	0	red	blue	1.4	9	blue	-1.4
1898	38	motion-color	0	0	red	blue	-1.4	9	blue	-1.4
1899	38	motion-color	0	1	red	blue	-1.4	3	blue	-1.4
1900	38	motion-color	1	1	blue	red	1.4	9	blue	-1.4
1901	39	motion-shape	1	1	red	blue	1.4	9	0	1.4
1902	39	motion-shape	1	0	blue	red	1.4	3	0	1.4
1903	39	motion-shape	1	0	red	red	-1.4	3	0	1.4
1904	39	motion-shape	1	1	blue	red	-1.4	3	0	1.4
1905	39	motion-shape	0	0	red	red	1.4	9	0	1.4
1906	39	motion-shape	1	0	red	red	-1.4	9	0	1.4
1907	39	motion-shape	1	1	blue	red	1.4	3	0	1.4
1908	39	motion-shape	0	1	red	blue	-1.4	3	0	1.4
1909	39	motion-shape	0	1	red	blue	-1.4	3	0	1.4
1910	39	motion-shape	1	1	blue	red	1.4	3	0	1.4
1911	39	motion-shape	0	1	blue	red	1.4	3	0	1.4
1912	39	motion-shape	1	0	red	blue	-1.4	3	0	1.4
1913	39	motion-shape	1	1	blue	red	-1.4	3	0	1.4
1914	39	motion-shape	0	1	blue	blue	1.4	3	0	1.4
1915	39	motion-shape	0	0	red	blue	1.4	9	0	1.4
1916	39	motion-shape	0	1	blue	red	-1.4	3	0	1.4
1917	39	motion-shape	0	1	red	blue	-1.4	3	0	1.4
1918	39	motion-shape	0	0	red	blue	1.4	3	0	1.4
1919	39	motion-shape	1	0	red	blue	-1.4	3	0	1.4
1920	39	motion-shape	1	1	red	red	-1.4	3	0	1.4
1921	39	motion-shape	0	0	blue	blue	1.4	9	0	1.4
1922	39	motion-shape	1	1	red	red	-1.4	9	0	1.4
1923	39	motion-shape	0	0	blue	red	1.4	3	0	1.4
1924	39	motion-shape	0	0	red	red	-1.4	3	0	1.4
1925	39	motion-shape	0	1	blue	blue	-1.4	3	0	1.4
1926	39	motion-shape	0	0	blue	red	1.4	9	0	1.4
1927	39	motion-shape	1	1	blue	blue	-1.4	3	0	1.4
1928	39	motion-shape	0	0	blue	blue	-1.4	3	0	1.4
1929	39	motion-shape	0	1	blue	blue	1.4	3	0	1.4
1930	39	motion-shape	1	1	red	red	1.4	3	0	1.4
1931	39	motion-shape	1	1	red	blue	1.4	3	0	1.4
1932	39	motion-shape	1	0	red	blue	1.4	3	0	1.4
1933	39	motion-shape	0	0	blue	red	1.4	3	0	1.4
1934	39	motion-shape	0	0	red	red	-1.4	3	0	1.4
1935	39	motion-shape	0	0	blue	red	-1.4	9	0	1.4
1936	39	motion-shape	0	0	blue	red	1.4	3	0	1.4
1937	39	motion-shape	0	1	red	blue	-1.4	3	0	1.4
1938	39	motion-shape	0	0	red	blue	1.4	3	0	1.4
1939	39	motion-shape	0	1	blue	blue	1.4	9	0	1.4
1940	39	motion-shape	1	0	red	red	-1.4	3	0	1.4
1941	39	motion-shape	1	0	red	blue	1.4	3	0	1.4
1942	39	motion-shape	1	1	blue	red	-1.4	3	0	1.4
1943	39	motion-shape	1	1	blue	blue	-1.4	3	0	1.4
1944	39	motion-shape	0	1	blue	blue	-1.4	3	0	1.4
1945	39	motion-shape	1	0	blue	blue	1.4	3	0	1.4
1946	39	motion-shape	1	0	red	blue	1.4	9	0	1.4
1947	39	motion-shape	0	0	blue	red	-1.4	3	0	1.4
1948	39	motion-shape	1	1	red	red	1.4	9	0	1.4
1949	39	motion-shape	1	1	red	blue	-1.4	3	0	1.4
1950	39	motion-shape	1	0	blue	red	1.4	3	0	1.4
1951	40	motion-color	0	1	blue	blue	-1.4	3	red	1.4
1952	40	motion-color	1	1	red	blue	1.4	3	red	1.4
1953	40	motion-color	0	0	red	red	1.4	9	red	1.4
1954	40	motion-color	0	0	blue	red	1.4	9	red	1.4
1955	40	motion-color	1	0	red	blue	1.4	3	red	1.4
1956	40	motion-color	1	1	blue	red	-1.4	9	red	1.4
1957	40	motion-color	1	0	red	blue	-1.4	3	red	1.4
1958	40	motion-color	1	1	red	blue	1.4	9	red	1.4
1959	40	motion-color	0	1	red	blue	1.4	3	red	1.4
1960	40	motion-color	1	1	red	blue	-1.4	3	red	1.4
1961	40	motion-color	0	0	blue	red	-1.4	3	red	1.4
1962	40	motion-color	0	1	blue	red	-1.4	3	red	1.4
1963	40	motion-color	0	0	red	red	-1.4	3	red	1.4
1964	40	motion-color	1	0	red	red	-1.4	3	red	1.4
1965	40	motion-color	1	1	blue	red	-1.4	3	red	1.4
1966	40	motion-color	1	1	blue	red	1.4	3	red	1.4
1967	40	motion-color	1	1	red	red	1.4	9	red	1.4
1968	40	motion-color	1	0	red	red	1.4	3	red	1.4
1969	40	motion-color	0	0	blue	blue	1.4	3	red	1.4
1970	40	motion-color	1	1	blue	red	1.4	9	red	1.4
1971	40	motion-color	0	1	red	red	1.4	3	red	1.4
1972	40	motion-color	0	0	blue	blue	1.4	9	red	1.4
1973	40	motion-color	0	1	blue	red	-1.4	3	red	1.4
1974	40	motion-color	1	0	blue	blue	-1.4	3	red	1.4
1975	40	motion-color	0	0	red	blue	-1.4	3	red	1.4
1976	40	motion-color	1	0	red	blue	1.4	3	red	1.4
1977	40	motion-color	1	0	red	blue	-1.4	3	red	1.4
1978	40	motion-color	0	0	red	blue	1.4	3	red	1.4
1979	40	motion-color	0	0	blue	blue	1.4	3	red	1.4
1980	40	motion-color	0	0	blue	blue	-1.4	9	red	1.4
1981	40	motion-color	1	1	red	red	-1.4	3	red	1.4
1982	40	motion-color	1	0	blue	red	-1.4	3	red	1.4
1983	40	motion-color	0	0	blue	blue	1.4	9	red	1.4
1984	40	motion-color	1	1	red	blue	1.4	3	red	1.4
1985	40	motion-color	0	1	red	blue	-1.4	3	red	1.4
1986	40	motion-color	0	1	red	red	1.4	3	red	1.4
1987	40	motion-color	0	0	red	red	-1.4	3	red	1.4
1988	40	motion-color	1	1	blue	blue	-1.4	9	red	1.4
1989	40	motion-color	1	1	red	red	-1.4	3	red	1.4
1990	40	motion-color	1	1	blue	red	1.4	3	red	1.4
1991	40	motion-color	1	1	blue	blue	-1.4	3	red	1.4
1992	40	motion-color	0	1	red	red	1.4	3	red	1.4
1993	40	motion-color	1	0	blue	red	-1.4	3	red	1.4
1994	40	motion-color	0	0	blue	blue	1.4	3	red	1.4
1995	40	motion-color	0	0	red	blue	-1.4	3	red	1.4
1996	40	motion-color	0	1	blue	blue	1.4	9	red	1.4
1997	40	motion-color	1	0	blue	red	-1.4	3	red	1.4
1998	40	motion-color	0	0	red	red	1.4	3	red	1.4
1999	40	motion-color	0	1	blue	red	-1.4	3	red	1.4
2000	40	motion-color	1	1	blue	blue	1.4	3	red	1.4
